,Title,Label,News
10,हटाउनैपर्ने हदम्याद,opinion,"सामान्यतया प्राकृतिक रूपमा व्यक्तिहरूबीच शारीरिक सम्पर्क हुन सक्ने भए पनि, जबर्जस्ती शारीरिक सम्पर्क राख्नु कानुनविपरीतको कार्य हो । यस्तो कार्यलाई गम्भीर अपराध मानिनुको पछाडिको मुख्य कारण यो मानव शरीरविरुद्ध अपराध हुनु हो, फौजदारी अपराधशास्त्रमा यसलाई जघन्य अपराधका रूपमा लिइन्छ । यस्तो अपराध सभ्य समाजका लागि कलंक हो । "
11,बलात्कार र इज्जतले पुरिएको हाम्रो पहिचान,opinion,"महिलाहरूलाई उनीहरूको शरीरमाथि अधिकार दिनु भनेको पुरुषको अधिकारमाथि धावा बोल्नु हो, जोखिम मोल्नु हो, पुरुषको यौनिकतालाई कमजोर ठान्नु हो ।’ बलात्कार सम्बन्धी यो तर्क हो म्याथ्यु हेलेको, जो १७ औं शताब्दीका बेलायती न्यायाधीश थिए । उनी अगाडि थप्छन्, ‘बलात्कार एउटा यस्तो आरोप हो जुन सजिलै लगाउन सकिन्छ तर पुष्टि गर्न कठिन हुन्छ ।’ अनि भन्छन्, ‘वैवाहिक जीवनभित्र हुने बलात्कार अपराध होइन बरु यौनकर्म हो । किनकि विवाह आफैंमा पुरुषले चाहेका बेला चाहेजसरी श्रीमतीसँग शारीरिक सम्बन्ध राख्ने अकाट्य स्वीकृति हो र त्यो स्वीकृतिमार्फत महिलाले आफ्नो श्रीमान्‌लाई आफ्नो सम्पूर्ण कुरा बिनासर्त सुम्पेकी हुन्छ ।’"
12,दलित किशोरको मृत्युमा न्यायिक समिति बनाऊ,opinion,"राज्यसंयन्त्रहरूकै परिपञ्चमा एक किशोरको ज्यान जाने अवस्था आउनु राज्य–अपराधीकरणको दुःखद दृष्टान्त हो । रोल्पा कारागारमा अपराधीको सट्टा जेलमा राखिएका दलित किशोर झुन्डिएको अवस्थामा मृत भेटिएको घटनाले नागरिकको जीउज्यानको सुरक्षा गर्ने मूलभूत दायित्व बोकेको आधुनिक राज्यको अवधारणाकै हुर्मत लिएको छ । कुनै काल्पनिक सिनेमाको दृश्यजस्तो लाग्ने यो प्रकरणले पूरै जंगली राजको झल्को दिएको छ । सुन्दर हरिजनको मृत्युको कारण जेसुकै होस्, उनले आत्महत्या नै गरेका होऊन् या नहोऊन्, यसमा सरासर राज्य संस्थाहरू जिम्मेवार छन् । जे–जस्तो घटनाक्रमका कारण उनी कारागार पुगे र यो हविगत भयो, यसमा सम्पूर्ण रूपमा राज्यका जिम्मेवार संस्था र सम्बन्धित कर्मचारी/अधिकारीहरू दोषी छन् । यो कुनै साधारण लापरबाही वा हेलचेक्य्राइँको विषय होइन, विधिको शासनलाई कब्जामा लिएर निमुखा नागरिकमाथि राज्याधिकारीहरूले गरेको भयानक छलकपट र खेलबाड हो । त्यही खेलबाडको उत्कर्षस्वरूप सुन्दरको ज्यान जाने अवस्था आएको हो ।"
13,नयाँ प्यान्डोराज बक्स,opinion,"काठमाडौं — ‘मुलुकले आत्तिएर भन्दैछ, एक थान संविधान,... डडेलधुरा — सुदूरपश्चिमका सबै जिल्लामा सर्वसाधारणले संविधानको मस्यौदामा बिनाअवरोध सुझाव दिएका छन्। नौ जिल्लामा दुई दिनसम्म मस्यौदामा सुझाव दिए। राजनीतिक कार्यकर्ता र संघ–संस्थानका प्रतिनिधिले आ–आफ्ना कुरा राखे।"
14,कीर्तिपुर क्याम्पसको अस्तित्व,opinion,"काठमाडौँ — कीर्तिपुर केन्द्रीय क्याम्पसको नयाँ भवनको एउटा कक्षा अगाडि उभिएको छु, एमफिल अंग्रेजीको कक्षा लिन । आफूले शिक्षक भएर जीवनका दशकौं बिताएको त्यो थलो र वरपर हेरेर उभिँदा त्यही विभागमा आफूले वर्षौंअघि पढाएको ‘स्ट्रिम अफ् कन्ससनेस’ वा चेतना प्रवाह शैलीमा लेखिएको उपन्यासको पात्रजस्तै मनका प्रवाहले तरङ्गित हुन्छु । स्वदेश र विदेशबाट पढेका र पढ्न गएका विद्यार्थीका हिजोआज धेरै मेल–पत्रहरू आइबस्छन् ।"
15,काठमाडौं बाहिर चाहिएको बौद्धिक विमर्श,opinion,"राजधानी बाहिर विभिन्न विषयमा बौद्धिक छलफल र संवादलाई व्यापक बनाउन जरुरी छ। काठमाडौ — संसारभरिका किराँत राईहरूले भाषा, धर्म, संस्कार/संस्कृति, लिपि, कला, साहित्य, इतिहास र पहिचानलाई लिएर भारतको सिलिगुडीमा अन्तर्राष्ट्रिय सम्मेलन गर्ने भएका छन्। सम्मेलन फागुन ९ गतेबाट हुने भएको हो।"
16,[सम्पादकीय] राजपा फर्कनुपर्ने बाटो,opinion,"काठमाडौं — राष्ट्रिय जनता पार्टी (राजपा) ले आसन्न दोस्रो चरणको स्थानीय निर्वाचन बहिष्कार गर्नेमात्र होइन, त्यसलाई बिथोल्नेसमेत घोषणा गरेर आफूलाई गलत दिशातिर मोडेको छ । चुनाव बहिष्कार गर्ने उसको निष्कर्ष र निर्णय आफैंमा गलत छ भने बिथोल्ने घोषणा अलोकतान्त्रिकसमेत छ । स्थानीयस्तरमा आमजनतासम्म अधिकार विकेन्द्रित र स्थापित गर्ने यो निर्वाचन प्रक्रियामा सहभागी बन्नु राजपाको मात्र हितमा छैन, मुलुकको लोकतान्त्रिक विकासका लागि अत्यावश्यक पनि छ । निश्चय पनि राजपाले अगाडि सारेका मागहरू हल भएका छैनन्, तर त्यसैलाई देखाएर चुनाव बहिष्कार गर्ने होइन, तिनै मुद्दालाई लिएर चुनावमा जाने र जनअनुमोदित भएर आउने आँट राजपा नेतृत्वले देखाउनुपर्छ । मधेसकेन्द्रित अन्य दुई दल संघीय समाजवादी फोरम र लोकतान्त्रिक फोरम त्यही मान्यताअनुरूप निर्वाचन प्रक्रियामा समाहित भइसकेको पृष्ठभूमिमा राजपामात्र बाहिर रहँदा केही क्षेत्रमा अनावश्यक टकराव त उत्पन्न हुन सक्छ, तर अन्तत: यो त्रुटिपूर्ण बाटो राजपा स्वयंका निम्ति आत्मघाती साबित हुन सक्छ ।"
17,प्रश्नपत्रको सुरक्षाका प्रश्न,opinion,काठमाडौँ — एसईई मरिहत्ते गर्नुपर्ने परीक्षा होइन । पढ्दै नपढ्ने विद्यार्थीले पनि ‘डी’ ग्रेड ल्याउने अवस्था छ । थोरै मात्र पढ्नेले अझ बढी नम्बर ल्याउन सक्छन् । यसअघि पनि प्रश्नपत्र कहिले छाप्दाछाप्दै चुहिन्थे । कहिले प्रहरी कार्यालयबाट परीक्षा केन्द्रमा प्रश्नपक्र लैजाने त्रममा त कहिले परीक्षा स्थलबाटै । यस पटक परीक्षाको भने अघिल्लो दिनै सामाजिक सञ्जालमा छ्याप्छ्याप्ती बन्यो । चैत १० गते सुरु एसईई देशभर २१ गते सकिने तालिका थियो । प्रदेश २ मा चैत १४ गतेको विज्ञान विषयको प्रश्नपत्र बाहिरियो । भोलिपल्टको सामाजिक विषयको प्रश्नपत्र पनि । त्यसपछि प्रदेशभर एसईई परीक्षा स्थगित भयो । यसबाट ७० हजार ५ सय ६८ विद्यार्थी प्रभावित भएका छन् ।
18,संकल्पको विकल्प छैन,opinion,काठमाडौँ — समाज भनेको विवेकीजनको सामूहिक आवाज । संसद् भनेको समाजको पनि समाज । राज्य सञ्चालनको रोहबर । विवेक प्रयोग गर्ने हुनाले उसलाई सही र गलत सबैको साक्षी बस्नु पर्दैन । न बक्नु नै । संसद् हुनु भनेको राष्ट्रको विवेक सक्रिय रहनु । संसद् आफैंले भने आफ्नो उच्च भूमिका सधैं ख्याल गर्दैन जस्तो छ । जस्तो– आज देशमा बालिका बलात्कारका संवेदनशील समाचारहरू बाक्लिन थालेका छन् । संसद् भने सुने नसुन्यै गर्न विवश छ । जनप्रतिनिधि थलोमा आवाज छैन । कार्यसूचीमा परेर पनि त्यससम्बन्धी संकल्प प्रस्ताव स्थगित हुन पुग्यो । किन त्यसरी गैरसंवेदनशील हुनुपर्‍यो भनेर सभामुखले पनि मुख खोलेका छैनन् ।
19,सुनकाण्ड : पर्दापछाडि को ?,opinion,काठमाडौँ — प्रहरीको सर्वाधिक खोजीमा रहेका गोरे भनिने चूडामणि उप्रेती पक्राउ परेसँगै संगठित सुन तस्करी प्रकरणको अनुसन्धान थप पेचिलो बनेको छ । मन्त्रिपरिषद्कै निर्णयबाट गठित छानबिन समितिले काम थालेको डेढ महिनामा सुन ओसारपसार र ‘भरिया’ सनम शाक्यको हत्यासँग जोडिएका केही व्यक्ति पक्राउ परे पनि न हराएको भनिएको ३३ किलो सुन भेटिएको छ न त सुनका मुख्य लगानीकर्ता नै फेला परेका छन् । सुनका लगानीकर्ताका रूपमा सार्वजनिक भएका नामबारे समितिले विस्तृत छानबिन गरेको छ छैन भन्ने प्रश्न पनि सतहमा आएको छ ।
20,निर्वाचनलाई कसरी व्यवस्थित बनाउने ?,opinion,अधिकांश नेपाली मतदाता दुई दशकको अन्तरालपछि स्थानीय तहको निर्वाचनमा सहभागी भएका छन् र प्रदेश–२ का मतदाताले अझै ८० दिनसम्म आफ्नो मत खसाल्न प्रतीक्षा गर्नु पर्नेछ । २०४८ सालको प्रतिनिधिसभा सदस्यको निर्वाचन एक चरणमा सम्पन्न भएको थियो । २०५१ सालको प्रतिनिधिसभाको मध्यावधि निर्वाचन पनि एकै चरणमा भएको थियो । त्यस्तै पहिलो र दोस्रो संविधानसभा निर्वाचन पनि एउटै चरणमा भएका थिए । तर २०५६ सालको प्रतिनिधिसभा निर्वाचन दुई चरणमा भएको थियो । २०५४ सालको स्थानीय निकाय निर्वाचन दुई चरणमा भएको इतिहास छ । एकै चरणको मतदानको निरन्तरता दिँदै २०७४ सालको स्थानीय तहको निर्वाचन एकै चरणमा गर्ने घोषणा सरकारले गरे पनि ६ प्रदेशको निर्वाचन दुई चरणमा सम्पन्न भएको छ । तेस्रो चरणमा प्रदेश–२ को निर्वाचन असोज २ गते हुने घोषणा भएको छ ।
21,"महाधिवेशन, प्रतिरोध र गन्तव्य",opinion,काठमाडौं — नेपाली काङ्ग्रेसको तेह्रौं कुम्भमेला २०७२ ले काठमाडौं मध्यमवर्गीय रौनकले रञ्जित छ । यहाँ भूकम्पको कारणले यस्तो ठूलो आम हलचल हुन पनि सम्भव थिएन । नाकाबन्दीको कारणले झन् अर्को समस्या थपिएको थियो । समग्रमा त्यो जीवन खुम्चिएको अवस्था हो । त्यसैले यो महाधिवेशनले केही नयाँ तरङ्ग ल्याएकै हो । एउटा सबैभन्दा पुरानो र ठूलो पार्टीको महाधिवेशनको इतिहास पत्रिकाहरूले छापेका छन् ।
22,देवयानी प्रकरण र अमेरिकी सर्वाेच्चता,opinion,काठमाडौ — भारतले आफ्नो आत्मसम्मानमा ठेस लागेको ठाने पनि अमेरिका बेवास्ता दर्साउँदै छ । काठमाडौ — संविधानसभाको निर्वाचनपछि ३४ दिनभित्रै सेयर बजार साढे १० अर्ब रुपैयाँको कारोबार भएको छ । नेपाल स्टक एक्सचेन्जका अनुसार मंसिर ७ देखि पुस ११ सम्म १० अर्ब ३४ करोड रुपैयाँ कारोबार भएको छ ।
23,‘थ्रेसहोल्ड’ को राजनीति,opinion,"संसदको राज्यव्यवस्था समितिका पछिल्ला बैठकहरूमा सांसदहरूबीच चर्काचर्की चलिरहेको छ । करिब पाखुरा सुर्कासुर्कीकै शैलीमा सांसदहरू उत्रिने गरी बहस भइरहेको विषय हो– दलीय मान्यता प्राप्त गर्न आवश्यक न्युनतम मत अर्थात् ‘थ्रेसहोल्ड’ सम्बन्धी व्यवस्था । असोज १८ मा दर्ता भएको ‘राजनीतिक दलसम्बन्धी कानुनलाई संशोधन, एकीकरण गर्न बनेको विधेयक २०७३’ संसदले दफावार छलफल गर्न राज्यव्यवस्था समितिमा पठाएको छ । विधेयकका अन्य विषयमा सम्पूर्ण दलका कुरा झन्डै मिले पनि ‘थ्रेसहोल्ड’ सम्बन्धमा भने सधैं मत बाझिने गरेको छ । संसदमा दर्ता भएको उक्त विधेयकका कारण यतिबेर राजनीतिक दलहरू दुई खेमामा विभाजित देखिन्छन् । विधेयकमा ‘थ्रेसहोल्ड’को व्यवस्था प्रस्ताव त गरिएको छैन । तर सांसदहरूले संशोधन हालेर त्यस्तो व्यवस्था गर्नुपर्ने माग गरेका छन् ।"
24,वैद्यको 'वामावर्त' बाटो,opinion,काठमाडौ — जनयुद्ध आरम्भ भएको मुस्किलले दुई वर्षमात्र भएको थियो । काठमाडौ — कोइरालाले कांग्रेस सभापति सुशील कोइरालाले कामचलाउ सरकारले सहमति बिना पूर्ण बजेट ल्याउन नसक्ने भन्दै राष्ट्रपति रामवरण यादवको ध्यानाकर्षण गराएका छन् । सरकारले अध्यादेश मार्फत पूर्ण बजेट ल्याउने तयारी गरिरहेको बेला विपक्षी दलहरु त्यस विरुद्ध उभिएका छन् ।
25,हतियारको मनोवैज्ञानिक त्रास,opinion,"काठमाडौ — नियमावलीले पेस्तोलजस्ता साना हतियार राख्ने छुट दिएको छैन । जनताको आकांक्षा विधि व्यवस्थाको ग्यारेन्टीसँगै आफ्नो सहभागिताको समृद्धि प्राप्तिमा छ । ग्यारेन्टी संविधानले दिन्छ, त्यसपछि स्थानीय निर्वाचन गरे हुन्छ ।"
26,युक्रेनको सन्देश नेपाललाई,opinion,काठमाडौ — मध्य एसियाली मुलुक युक्रेनसँग नेपालको... उदयपुर — त्रियुगा ११ स्थित जंगलमा बुधबार मानव कंकाल भेटिएको छ । इन्द्रावती सामुदायिक वनमा फेला परेको कंकाल घाँसदाउरा जाँदा मृत्यु भएकाको हुन
27,किन मनाइन्छ पर्व ?,opinion,"काठमाडौ — संसारका हरेक धर्म, संस्कृति र सभ्यता एउटा कुरामा समान छन् । काठमाडौ — संविधानसभाको कार्यकाल सकिने बेलामा बहुजातीय कि एकल जातीय"
28,ओलीको विकास : राष्ट्रिय परिहास,opinion,"काठमाडौँ — जेठ १४ मा १,३३६ अंकमा रहेको नेप्से परिसूचक भोलिपल्ट बजेट प्रस्तुत भएपछि लगातार ओह्रालो लागेर असार २७ गते मौद्रिक नीति प्रस्तुत हुँदाका दिन १,२०५ मा झरेको थियो । यो परिसूचक हिजो आइतबार दिउँसो मध्यान्नसम्ममा १२०० भन्दा तलै ओर्लिसकेको छ । सरकारका वित्त र मौद्रिक नीतिजस्ता वार्षिकतर धेरै पक्षमा दीर्घकालीन आर्थिक प्रभाव छाड्ने अहम् महत्त्वका नीतिहरूले एकपछि अर्कोगरी लगानीकर्ताको मनोबललाई यसरी खस्काउनु अर्थतन्त्रका लागि चिन्ताको विषय हो । नेपाल राष्ट्र बैंकले दिएको पछिल्लो तथ्यांक अनुसार, विगत एघार महिनामा व्यापार घाटा साढे दस खर्ब रुपैयाँ नाघेको छ । चालु खाता घाटा रु. २०९ अर्ब २१ करोड अथवा कुल गार्हस्थ्य उत्पादनको ७.० प्रतिशत र शोधनान्तर स्थिति पनि रु. ४ अर्ब ३४ करोडले घाटामा गएको छ । पुँजीगत वैदेशिक अनुदान ३६ दसमलव ७ प्रतिशतले घटेको छ भने कम्यु्निष्ट सरकार बने यताका सात महिनामा कुनै पनि परियोजनाका लागि उल्लेख्य परिमाणको प्रत्यक्ष वैदेशिक लगानी भित्रिएको छैन ।"
