,Title,Label,News
10,‘कञ्चनपुर घटनामा भारतले माफी माग्नुपर्छ’,Interview,"सत्तारूढ माओवादी केन्द्रको उपल्लो तहका नेता नारायणकाजी श्रेष्ठ राष्ट्रिय स्वार्थका मुद्दाहरूमा एकैनासको अडानका कारण परिचित छन् । परराष्ट्र मन्त्रालय चलाएको अनुभव भएका उनी हाल माओवादी केन्द्रको अन्तर्राष्ट्रिय ब्युरो प्रमुख पनि हुन् । भारतको सशस्त्र सीमा बलको गोलीले यसै साता कञ्चनपुरमा एक नेपाली युवा मारिएको, अनि सप्तरीमा एमालेको कार्यक्रमविरुद्ध प्रदर्शनरत मधेसी मोर्चा कार्यकर्ता र सर्वसाधारण गरी पाँचजनाको ज्यान गएको पृष्ठभूमिमा शनिबार दिउँसो उनले कान्तिपुरसँग लामो कुराकानी गर्दै दुवै घटना गम्भीर भए पनि फरक आयामका भएको तर्क गरे । मधेस आन्दोलन, संविधान संशोधन, चुनाव, भूराजनीतिक सम्बन्ध र सरकारको कार्यशैलीजस्ता विषयमा श्रेष्ठसँग सुधीर शर्मा र बसन्त बस्नेतले गरेको कुराकानी : सत्तारूढ माओवादी केन्द्रको उपल्लो तहका नेता नारायणकाजी श्रेष्ठ राष्ट्रिय स्वार्थका मुद्दाहरूमा एकैनासको अडानका कारण परिचित छन् । परराष्ट्र मन्त्रालय चलाएको अनुभव भएका उनी हाल माओवादी केन्द्रको अन्तर्राष्ट्रिय ब्युरो प्रमुख पनि हुन् । भारतको सशस्त्र सीमा बलको गोलीले यसै साता कञ्चनपुरमा एक नेपाली युवा मारिएको, अनि सप्तरीमा एमालेको कार्यक्रमविरुद्ध प्रदर्शनरत मधेसी मोर्चा कार्यकर्ता र सर्वसाधारण गरी पाँचजनाको ज्यान गएको पृष्ठभूमिमा शनिबार दिउँसो उनले कान्तिपुरसँग लामो कुराकानी गर्दै दुवै घटना गम्भीर भए पनि फरक आयामका भएको तर्क गरे । मधेस आन्दोलन, संविधान संशोधन, चुनाव, भूराजनीतिक सम्बन्ध र सरकारको कार्यशैलीजस्ता विषयमा श्रेष्ठसँग सुधीर शर्मा र बसन्त बस्नेतले गरेको कुराकानी :"
11,महेन्द्रीय राष्ट्रवादको नाममा विदेशी हस्तक्षेप भयो भनेर भन्न मिल्दैन: भट्टराई,Interview,"काठमाडौं — नयाँ शक्ति नेपालका संयोजक बाबुराम भट्टराई अचेल तराईका जिल्ला दौडाहामा छन् । शनिबार विराटनगर हुँदै उदयपुरमा कार्यकर्ता भेटी साँझ सप्तरी सदरमुकाम राजविराज आइपुगे । पार्टीले देश, जनता र विकासका लागि जनपरिचालन गर्ने उनले बताएका छन् । संविधान संशोधनको विषयलाई निष्कर्षमा पुर्‍याउन जनमत बनाउने प्रयास आफूले गरिरहेको उनले बताए । नयाँ शक्ति नेपालका संयोजक बाबुराम भट्टराई अचेल तराईका जिल्ला दौडाहामा छन् । शनिबार विराटनगर हुँदै उदयपुरमा कार्यकर्ता भेटी साँझ सप्तरी सदरमुकाम राजविराज आइपुगे । पार्टीले देश, जनता र विकासका लागि जनपरिचालन गर्ने उनले बताएका छन् । संविधान संशोधनको विषयलाई निष्कर्षमा पुर्‍याउन जनमत बनाउने प्रयास आफूले गरिरहेको उनले कुराकानीका क्रममा बताए । प्रस्तुत छ उनीसँग कान्तिपुरकर्मी अवधेशकुमार झाले गरेको वार्ताको मुख्य अंश :"
12,[अन्तर्वार्ता] बनिसकेका मन्त्री फिर्ता हुँदैनन् : प्रधानमन्त्री देउवा,Interview,काठमाडौं — प्रधानमन्त्री शेरबहादुर देउवा संयुक्त राष्ट्रसंघको ७२औं महासभालाई सम्बोधन गरेपछि भेटिंदा निकै प्रफुल्ल मुद्रामा थिए । नयाँ संविधान जारी भएपछि नेपालको तर्फबाट महासभामा सम्बोधन गर्ने देउवा पहिलो प्रधानमन्त्री हुन् । यसअघि दुईपटक महासभामा नेपाली प्रतिनिधिमण्डलको नेतृत्व गरिसकेका उनले यसपटक कस्तो अनुभूति गरे ? प्रधानमन्त्री शेरबहादुर देउवा संयुक्त राष्ट्रसंघको ७२औं महासभालाई सम्बोधन गरेपछि भेटिंदा निकै प्रफुल्ल मुद्रामा थिए । नयाँ संविधान जारी भएपछि नेपालको तर्फबाट महासभामा सम्बोधन गर्ने देउवा पहिलो प्रधानमन्त्री हुन् । यसअघि दुईपटक महासभामा नेपाली प्रतिनिधिमण्डलको नेतृत्व गरिसकेका उनले यसपटक कस्तो अनुभूति गरे ? न्यूयोर्कस्थित ग्रान्ड हायात होटलमा कान्तिपुरका चन्द्रशेखर अधिकारीले प्रधानमन्त्री देउवासँग गरेको कुराकानी :
13,‘सत्तापक्ष निर्वाचन नगराउन खोज्दै छ’,Interview,"पहिलो चरणको चुनावका लागि दुई दिनपछि उम्मेदवारी दर्ता गर्ने कार्यक्रम छ । तर चुनाव हुन्छ कि हुँदैन भन्ने अन्योल यथावत् छ । सत्ता गठबन्धन र प्रमुख प्रतिपक्षी एमालेबीचको असमझदारी हटेको छैन । संविधान संशोधन विधेयक, स्थानीय तहको संख्या थप्ने र दुई चरणमा चुनाव गर्ने सत्तापक्षका पछिल्ला निर्णयपछि जटिलता झनै बढेको छ । असन्तुष्ट दलहरुले संविधान संशोधन नभए चुनावमै भाग नलिने चेतावनी दिइरहेका छन् । यस्तो अवस्थामा कसरी समझदारी निर्माण भई चुनाव सुनिश्चित हुन्छ ? यही सेराफेरोमा पूर्वसभामुख एवं एमाले संसदीय दलका उपनेता सुवासचन्द्र नेम्बाङसँग कान्तिपुरका दुर्गा खनालले शनिबार गरेको कुराकानी :"
14,‘अब कुनै आन्दोलनमा जान्नँ’,Interview,"काठमाडौं — तेस्रो मधेस आन्दोलनमा वीरगन्जको सीमावर्ती मैत्री पुलमा ६ महिनासम्म धर्ना दिनेमध्ये एक युवक थिए– १३ वर्षीय अजय गिरी । आफ्नो नाम पछाडि ‘क्रान्तिकारी’ झुन्ड्याएका उनी अहिले १५ वर्षका भए, बाराको कलैयास्थित एउटा होटलमा सहयोगीको काम गर्छन् । आन्दोलनका क्रममा प्रहरीको गोलीबाट जोगिए । अनगिन्ती अश्रुग्यास खाए । प्रहरीलाई पेट्रोल बम हान्दा उनको हातैमा पडकियो । रबरका गोलीहरू उनका शरीरमा पटकपटक बर्सिए । गरिबीका कारण पढाइबाट वञ्चित भएका, सानैमा बुबा बितेपछि श्रम गरेर परिवार पालिरहेका उनलाई अचेल आन्दोलनले होइन, जनताको एकताले देश बन्ने रहेछ भन्ने लाग्छ । प्रस्तुत छ– उनीसँग अखण्ड भण्डारी र लक्ष्मी साहले गरेको कुराकानी ।"
15,'संविधान कार्यान्वयनका लागि चुनाव ठूलो सफलता',Interview,"कांग्रेससँग आलोपालो अवधिको पहिलो चरण नेतृत्व गरेका प्रधानमन्त्री पुष्पकमल दाहाल पूर्वसमझदारीअनुरुप सत्ता नेतृत्वबाट ओर्लन लाग्दा पनि उत्साही देखिए । शनिबार बिहान बालुवाटारस्थित सरकारी निवासमा कुरा गर्दैगर्दा उनी ‘हुन्छ/हुँदैन’ भनिएको पहिलो चरणको स्थानीय चुनाव सफल पार्न सकेकामा सन्तुष्ट थिए । गणतन्त्र आएयता दोस्रोपल्ट कार्यकारी शासन चलाउने यी पहिलो नेताले कार्यकालका उतारचढावमय अनुभव र केही विवादबारे खुलस्त चर्चा त गरे नै, सँगसँगै यी सबका बीच संविधान कार्यान्वयन, स्थानीय चुनाव, भूराजनीतिक सन्तुलन र विकास निर्माणका परियोजनाहरुलाई गति दिने आफ्ना ४ लक्ष्यहरुमा सफल भई आफू बिदा हुँदै गरेको आत्ममूल्यांकन पनि सुनाए । प्रस्तुत छ, प्रधानमन्त्री दाहालसँग सुधीर शर्मा र बसन्त बस्नेतले गरेको उक्त कुराकानीको सम्पादित अंश : कांग्रेससँग आलोपालो अवधिको पहिलो चरण नेतृत्व गरेका प्रधानमन्त्री पुष्पकमल दाहाल पूर्वसमझदारीअनुरुप सत्ता नेतृत्वबाट ओर्लन लाग्दा पनि उत्साही देखिए । शनिबार बिहान बालुवाटारस्थित सरकारी निवासमा कुरा गर्दैगर्दा उनी ‘हुन्छ/हुँदैन’ भनिएको पहिलो चरणको स्थानीय चुनाव सफल पार्न सकेकामा सन्तुष्ट थिए । गणतन्त्र आएयता दोस्रोपल्ट कार्यकारी शासन चलाउने यी पहिलो नेताले कार्यकालका उतारचढावमय अनुभव र केही विवादबारे खुलस्त चर्चा त गरे नै, सँगसँगै यी सबका बीच संविधान कार्यान्वयन, स्थानीय चुनाव, भूराजनीतिक सन्तुलन र विकास निर्माणका परियोजनाहरुलाई गति दिने आफ्ना ४ लक्ष्यहरुमा सफल भई आफू बिदा हुँदै गरेको आत्ममूल्यांकन पनि सुनाए । प्रस्तुत छ, प्रधानमन्त्री दाहालसँग सुधीर शर्मा र बसन्त बस्नेतले गरेको उक्त कुराकानीको सम्पादित अंश :"
16,मेरो बिहे बीपीको दौरासुरुवालमा : शशांक कोइराला,Interview,सधैं अनौपचारिक पोसाकमा देखिने कांग्रेस महामन्त्री शशांक कोइराला गत आइतबार पार्टीको चियापानमा दौरासुरुवालको औपचारिक गेटअपमा देखिएपछि चर्चामा छाएका छन् । उनको यो गेटअपलाई धेरैले आसन्न पार्टीको महाधिवेशनसँग जोडेर विश्लेषण गर्न थालेका छन् । नयाँ गेटअपको राजनीतिक अर्थ र पार्टी नेतृत्वलगायत विषयमा शशांकसँग कान्तिपुरका कुलचन्द्र न्यौपानेले गरेको कुराकानी :
17,‘सहकारी ऐन कडा भए हालीमुहाली सकिने डर छ’,Interview,"हामीले १ सय ३० समस्याग्रस्त सहकारीका सञ्चालक, कर्मचारी र पीडितहरूसँग छलफल गरी सरकारलाई प्रतिवेदन बुझाएका थियौं । अध्ययनमा सहकारी सञ्चालकहरूले ठूलो रकम हिनामिना गरेको देखिएको छ । सहकारीवालाहरूले गैरकानुनी रूपमा विभिन्न ठाउँमा लगानी गरेका रहेछन् । तपाईंको संयोजकत्वमा बचत तथा ऋण कारोबार गर्ने समस्याग्रस्त सहकारी संस्थाहरूको छानबिन गर्न गठित जाँचबुझ आयोगले प्रतिवेदन तयार गरेको थियो । त्यो कता हरायो ?"
18,कुराकानी : नेपाललाई गुणस्तरीय शिक्षाको हब बनाउँछौं – प्रधानमन्त्री ओली,Interview,"काठमाडौँ — शिक्षा क्षेत्रमा सरकारी, निजी, समुदाय र अन्तर्राष्ट्रिय दातृ निकायहरुबाट बर्सेनि अर्बौं लगानी भइरहेको छ । तर लगानीअनुसार विद्यालयदेखि विश्वविद्यालय तहसम्मको गुणस्तर अपेक्षित रुपमा सुुध्रन सकेको छैन । निजी र सरकारी शिक्षालयहरुको गुणस्तरको खाडल गहिरिँदो छ । शिक्षा क्षेत्र चरम राजनीतीकरणको चपेटामा परेको छ । गुणस्तरीय शिक्षाका लागि विद्यालय र विश्वविद्यालय तह अध्ययनका लागि नेपाली युवा विदेशिइरहेका छन् । यसै सन्दर्भमा शिक्षा क्षेत्रको सुधार र सरकारको भावी योजनाबारे प्रधानमन्त्री केपी ओलीसँग कान्तिपुरका दुर्गा खनाल र मकर श्रेष्ठले गरेको कुराकानीको सम्पादित अंश :"
19,‘योजना आयोगको पुन:संरचना जरुरी छ’,Interview,"काठमाडौं — राष्ट्रिय योजना आयोगको उपाध्यक्षमा अर्थशास्त्री स्वर्णिम वाग्ले नियुक्त भएका छन् । बुढानीलकण्ठ स्कुल हुँदै लन्डन स्कुल अफ इकोनोमिक्स, हावर्ड विश्वविद्यालयमा अध्ययन गरेका वाग्लेले आफ्नो कार्ययोजना पनि सार्वजनिक गरेका छन् । बजेट र योजना निर्माणमा देखिएको हचुवा प्रवृत्ति, न्यून खर्च र अनियमितता ठूलो समस्याका रूपमा छ । आयोग प्रधानमन्त्रीलाई विकासमा राय–सल्लाह दिने, आवधिक योजना र बजेट निर्माणमा संलग्न रहने कार्यकारी अधिकार निकै न्यून भएको निकाय हो । तर सर्वसाधारणले भने वाग्लेलाई कार्यकारी अधिकारीझैं मुलुकको विकासका सबै समस्या समाधान गर्न सक्ने व्यक्तिका रूपमा हेरिरहेका छन् । आयोग र उपाध्यक्षका रूपमा उनले गर्न सक्ने कामका बारेमा कान्तिपुरका गोकर्ण अवस्थी र कृष्ण आचार्यले उपाध्यक्ष वाग्लेसँग गरेको कुराकानीको अंश :"
20,"‘भारतको नेपाल–नीति गलत थियो, अब सुध्रँदै छ’",Interview,"हो, लामै समय भयो । म साढे दुई वर्षअघि १८औं सार्क शिखर सम्मेलनको पूर्वसन्ध्यामा एक कार्यक्रममा सहभागी हुन नेपाल आएको थिएँ । अध्ययन–अनुसन्धानमा लागेको हुनाले यस्ता कार्यक्रममा आउन रुचाउँछु । समय मिल्दा नेपाल आउन मन लाग्छ । भारतीय नाकाबन्दी विरोधमा राज्यसभामा मोदी सरकारको आलोचना गर्नेमध्ये अग्रणीमा पर्थे, मणिशंकर अय्यर । उनले तत्काल नाकाबन्दी खोल्न पनि सत्तापक्षसँग कटाक्ष गरेका थिए, जतिखेर उनी राज्यसभा सदस्य थिए । २०१५ डिसेम्बर ७ मा तीन घण्टाभन्दा बढी चलेको राज्यसभा बहसमा नेपालमा लगाएको नाकाबन्दीबारे १४ सांसदहरुले बोलेका थिए । अय्यर, जसले साढे दुई दशकभन्दा बढी समय भारतीय विदेश सेवामा बिताए, त्यसपछि कूटनीतिज्ञ यात्रामा विराम लगाउँदै भारतीय राजनीतिमा होमिएको पनि २६ वर्ष नाघिसकेको छ । उनी राजीव गान्धीलाई सघाउन कूटनीतिबाट राजनीतितिर मोडिएका थिए । नेपाल मामिला राम्रैसँग बुझेका ७६ वर्षीय अय्यर नौ दिनदेखि काठमाडौंमा राजनीतिक भेटघाटमा छन् । त्यही क्रममा कान्तिपुरका चन्द्रशेखर अधिकारीले गरेको कुराकानीको सम्पादित अंश :"
21,डा. सन्दुक रुइतसँग कुराकानी ‘मलाई सधैंजसो इच्छाशक्तिले डोर्‍यायो’,Interview,"काठमाडौँ — नेत्र विशेषज्ञ डा. सन्दुक रुइत यो वर्ष भारत सरकारको प्रतिष्ठित सम्मान पद्मश्रीबाट विभूषित भएका छन् । पूर्वी पहाडी जिल्ला ताप्लेजुङको चिनियाँ सीमावर्ती गाउँ ओलाङचुङगोलामा जन्मिएका डा. रूइतलाई आज देश–दुनियाँमा ‘दृश्यका देवता’ (गड अफ साइट) भनेर चिनिन्छ । रूइतले दार्जिलिङको सेन्ट रोबर्ट्स स्कुल हुँदै काठमाडौंको सिद्धार्थ वनस्थली र भारतको किङ जर्ज मेडिकल कलेज (लखनउ), अल इन्डिया इन्स्टिच्युट अफ मेडिकल साइन्स (दिल्ली) आदिबाट नेत्र विज्ञान विषयमा अध्ययन गरेका हुन् । मोतीविन्दुको अप्रेसन गर्ने सूक्ष्म पद्धति उपयोग गर्दै नेपालसहित एसियाली र अफ्रिकी मुलुकमा गरेर एक लाखभन्दा बढी मानिसलाई दृष्टि दिने काम गरेका कारण डा. रूइतको कल्याणकारी प्रतिष्ठा अलग छ । यसअघि प्रतिष्ठित रोमन म्यागासेसे पुरस्कार, अर्डर अफ अस्ट्रेलिया, नेसनल अर्डर अफ मेरिट अफ भुटान आदि सम्मान पाएका डा. रूइत अहिले पनि दैनिक १२ घण्टाभन्दा बढी आफ्नो काममा दत्तचित्त भएर लागिरहेका भेटिन्छन् । २५ वर्षअघि काठमाडौंमा तिलगंगा आँखा अस्पताल स्थापना गरेर ‘उज्यालो बाँड्ने’ काममा निरन्तर लागिरहेका ६३ वर्षीय डा. रूइतसँग मुलुकको राजनीति, समाज र बदलिँदो समय–सन्दर्भमा कान्तिपुरका देवेन्द्र भट्टराईले गरेको कुराकानी :"
22,महाअभियोग पारित नभए माओवादी अध्यक्ष र कांग्रेस सभापतिले राजनीतिबाट सन्यास लिनुपर्छ : पूर्व प्रधानन्यायाधीश श्रेष्ठ,Interview,काठमाडौं — न्यायिक क्षेत्रमा एक जना निर्भिक मानिएकी र भ्रष्टाचारको मुद्दालाई प्राथमिकता दिंदै आएकी प्रधानन्यायाधीश सुशीला कार्कीका विरुद्ध आइतवार संसदमा महाअभियोग प्रस्ताव दर्ता भएको छ । सत्तारुढ दलहरु काँग्रेस र माओवादीका साँसदले दर्ता गराएको महाअभियोगमा मुलत न्यायपालिकाले कार्यपालिकाको कार्यक्षेत्रमा हस्तक्षेप गरेको उल्लेख गरिएको छ । मुलुककै इतिहासमा पहिलो पटक प्रधानन्यायाधीशबिरुद्ध महाअभियोग दर्ता भएको हो । यसले न्यायालयमा पार्ने असर र प्रभावकाबारेमा पूर्व प्रधानन्यायाधीश कल्याण श्रेष्ठसंग भिषा काफ्लेले गरेको कुराकानी: 
23,अध्यक्ष दाहालले सभामुख छोड्ने कुनै संकेत गर्नु भएको छैन : नेता सापकोटा,Interview,काठमाडौँ — संसदको हिउँदे अधिवेशनमा सभामुखको निर्वाचन पहिलो प्रमुख एजेन्डा बन्ने भएको छ । सभामुख पदका लागि संसदमा बहुमतप्राप्त दल नेपाल कम्युनिस्ट पार्टीमा तीन जनाको नाम चर्चामा छ । यसमा पूर्वएमाले र पूर्वमाओवादी गरी दुई धारका नेता रहेका छन् । पूर्वएमालेबाट सुवासचन्द्र नेम्वाङ र उपसभामुख डा. शिवमाया तुम्बाहाङ्फे सभामुखमा दाबी गरिरहेका छन् भने पूर्वमाओवादीबाट नेता अग्नी सापकोटा । यसै चर्चाकाबीच सभामुख चयनको सन्दर्भमा नेकपाका नेता अग्नी सापकोटासँग इकान्तिपुरका लागि जयसिंह महराले गरेको कुराकानी :
