,Title,Label,News
10,बन्चरेडाँडाका स्थानीयको माग सम्बोधन गर्छौं : मन्त्री झाँक्री,news,काठमाडौँ — सहरी विकासमन्त्री रामकुमारी झाँक्रीले बन्चरेडाँडा ल्यान्डफिल्ड साइटबाट प्रभावित स्थानीयको माग सम्बोधन गर्न सरकार प्रतिबद्ध रहेको बताएकी छन् । काठमाडौंको फोहोर आकस्मिकरूपमा बन्चरेडाडाँमा फालिएपछि स्थानीयका मागप्रति सरकार प्रतिबद्ध रहेको उनले स्पष्ट पारेकी हुन् । मन्त्रालयमा बुधबार आयोजित सर्वपक्षीय छलफलमा मन्त्री झाँक्रीले बन्चरेडाडाँ ल्यान्डफिल्ड साइटले काठमाडौंको फोहोर व्यवस्थापनमा नयाँ मोड ल्याउने बताइन् । बन्चरेडाँडा ल्यान्डफिल्ड साइट व्यवस्थित गर्न स्थानीयको महत्वपूर्ण भूमिका रहेको बताउँदै उनीहरूका मागप्रति नजरअन्दाज नगरिने उनले बताइन् ।
11,अमेरिकी उपमन्त्रीले नेपाली भूमिमा तिब्बती शरणार्थीहरुलाई उक्साउने काम गरिन् : ओली,news,"काठमाडौँ — नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले अमेरिकी विदेश मन्त्रालयको नागरिक सुरक्षा, प्रजातन्त्र तथा मानवअधिकार सम्बन्धी उपमन्त्री उज्रा जियाले नेपालस्थित तिब्बती शरणार्थी क्याम्पमा पुगेर शरणार्थीहरुलाई उक्साउने काम गरेको आरोप लगाएका छन् । एमाले संसदीय दलको बैठकलाई सम्बोधन गर्दै अध्यक्ष ओलीले जियाको भ्रमणको क्रममा नेपालको परराष्ट्र नीतिको स्थापित मूल्य र मान्यतालाई खण्डित गर्ने काम भएको बताए ।"
12,प्रदेशवासीको चाहना र आवश्यकताबमोजिम बजेट ल्याउँछौं : मुख्यमन्त्री पोखरेल,news,"कास्की — गण्डकी प्रदेशका मुख्यमन्त्री कृष्णचन्द्र पोखरेलले गण्डकी प्रदेशका जनताको चाहना र आवश्यकताबमोजिम आगामी वर्ष २०७९/८० को बजेट ल्याउने बताएका छन् । बुधबारदेखि सुरु भएको गण्डकी प्रदेशसभा बैठकलाई सम्बोधन गर्दै उनले बजेटका सिद्धान्त, नीति तथा कार्यक्रम र बजेट जनताको चाहनाअनुसार ल्याइने बताए । ‘चालु वर्षको बजेट ल्याउँदा हामीलाई समय थिएन,’ उनले भने, ‘सरकार गठन भएको ३ दिनभित्र नीति तथा कार्यक्रम र बजेट प्रस्तुत गर्नुपर्ने संवैधानिक र कानुनी बाध्यता थियो ।’"
13,वन पदाधिकारीविरुद्ध भ्रष्टाचारको मुद्दा,news,"काठमाडौँ — अख्तियार दुरुपयोग अनुसन्धान आयोगले सामुदायिक वनको काठ, दाउराको मूल्यांकन आफूखुसी गरी परिमाण घटाएको लगायत आरोपमा मोरङ मिक्लुङ सामुदायिक वनका पदाधिकारीविरुद्ध विशेष अदालतमा मुद्दा दायर गरेको छ । आयोगले वन उपभोक्ता समूहका तत्कालीन अध्यक्ष सन्तोषकुमार लावतीविरुद्ध नौ लाख ७७ हजार ३४९ रुपैयाँ, तत्कालीन सचिव देवीन्द्र कार्कीविरुद्ध आठ लाख १६ हजार ७४९ रुपैयाँ, कोषाध्यक्ष भीमा लम्साल ढकालविरुद्ध सात लाख दुई हजार ३४९ रुपैयाँबराबरको बिगो दाबी गरेको छ ।"
14,बलात्कार मुद्दाको हदम्याद बढाउन सरकार तत्पर छ : प्रधानमन्त्री देउवा,news,"काठमाडौँ — प्रधानमन्त्री शेरबहादुर देउवाले बलात्कारसम्बन्धी मुद्दाको हदम्याद बढाउन सरकार तत्पर रहेको बताएका छन् । प्रधानमन्त्री देउवाले त्यसबारे सरकारले आवश्यक तयारी अघि बढाइसकेको बताए । सरकारी निवास बालुवाटारमा बुधबार नेपाली कांग्रेसका महिला नेताहरूको ज्ञापन पत्र बुझेपछि प्रधानमन्त्री देउवाले बलात्कारसम्बन्धी मुद्दामा जाहेरीका लागि तोकिएको हदम्यादको व्यवस्थाकै कारण हिंसापीडित महिलाले न्याय नपाउने अवस्था नहुने बताएका हुन् । ‘यसबारे सरकार संवेदनशील छ । हदम्याद बढाउनुपर्छ । त्यसको प्रक्रिया अघि बढिसकेको छ,’ ज्ञापनपत्र बुझ्दै प्रधानमन्त्री देउवाले भनेको उदृत गर्दै सांसद् एवम् कांग्रेस केन्द्रीय सदस्य डिला संग्रौलाले भनिन् ।"
15,लैंगिक हिंसा र बलात्कारसम्बन्धी कानुनको पुनरावलोकन गर्न कांग्रेस नेताहरुको माग,news,काठमाडौँ — नेपाली कांग्रेसका महिला नेताहरूले बलात्कार र लैंगिक हिंसासम्बन्धी कानुनको पुनरावलोकन गर्न माग गरेका छन् । ललितपुरको सानेपास्थित केन्द्रीय कार्यालयमा बुधबार पत्रकार सम्मेलन गर्दै सहमहामन्त्री महालक्ष्मी उपाध्याय डिनालगायतले बलात्कार र लैंगिक हिंसासम्बन्धी कानुनको पुनरावलोकन गर्नुपर्ने माग गरेका हुन् । सहमहामन्त्री उपाध्यायले लामो समयदेखि निरन्तर प्रयास गरे पनि लैंगिक हिंसा र बलात्कारसम्बन्धी घटना नरोकिएकाले वर्तमान कानुनी व्यवस्थामा पुनरावलोकन गरी कडा सजायसहितको व्यवस्था राखेर संशोधन गर्नुपर्ने माग गरिन् ।
16,यौनजन्य हिंसा तथा बलात्कारका घटना प्रभावकारी अनुसन्धान गर्न आयोगको आग्रह,news,काठमाडौँ — राष्ट्रिय मानव अधिकार आयोगले यौनजन्य हिंसा तथा बलात्कारका घटनाको प्रभावकारी अनुसन्धान गर्न आग्रह गरेको छ । आयोगले यौन हिंसा तथा बलात्कारका घटनाको अनुसन्धानमा संलग्न हुने नेपाल प्रहरीका अधिकृतहरूसँग छलफलपछि बुधबार आयोगले यस्तो आग्रह गरेको हो । छलफल कार्यक्रममै आयोगकी सदस्य लिली थापाले यौनजन्य हिंसा तथा बलात्कारका घटनाको निष्पक्ष र प्रभावकारी अनुसन्धानमार्फत पीडितको समयमै न्याय प्राप्त गर्ने अधिकारको सुनिश्चित गर्न र आरोपितलाई शीघ्र कानुनी दायरामा ल्याउन निर्देशन दिएकी थिइन् ।
17,पार्टीबाट निर्वाचित जनप्रतिनिधिलाई समाजवादीको निर्देशन- एक साताभित्र सम्पत्ति विवरण सार्वजनिक गर्नू,news,काठमाडौँ — नेकपा (एकीकृत समाजवादी) ले स्थानीय तह निर्वाचनमा आफ्नो पार्टीबाट निर्वाचित जनप्रतिनिधिलाई एक साताभित्र सम्पत्ति विवरण सार्वजनिक गर्न निर्देशन गरेको छ । एमालेबाट फुटेर बनेको एकीकृत समाजवादी यसपालि पहिलो पटक निर्वाचनमा सहभागी भएको हो।  सत्ता गठबन्धनमा रहेको समाजवादीले पोखरा महानगरपालिका र हेटौंडा उपमहानगरपालिकाको मेयर जितेको छ। भने देशभर प्रमुख पदमा २० जना र उपप्रमुख पदमा २४ जना जनप्रतिनिधि निर्वाचित भएका छन् । बुधबार महासचिव बेदुराम भुसालले सर्कुलर जारी गर्दै पार्टीकातर्फबाट उम्मेदवार बनेर निर्वाचित जनप्रतिनिधिहरूलाई जेठ १७ गतेसम्म सम्पत्ति विवरण सार्वजनिक गर्न निर्देशन गरेका हुन् ।
18,समाज कल्याणमा ७५ अर्बभन्दा बढीका परियोजना स्वीकृत : मन्त्री रेग्मी,news,"काठमाडौँ — महिला, बालबालिका तथा ज्येष्ठ नागरिकमन्त्री उमा रेग्मीले चालु आर्थिक वर्षमा समाज कल्याण परिषद्‌ले ७५ अर्ब रुपैयाँभन्दा बढीको परियोजना स्वीकृत गरिसकिएको बताएकी छन् । काठमाडौंमा बुधबार आयोजित कार्यक्रममा मन्त्री रेग्मीले आफ्नो पद बहालीपछि समाज कल्याण परिषद्मा‌ विभिन्न बहानामा रोकिएका परियोजनाहरू स्वीकृत गरिएको बताइन् । 'कुनै पनि परियोजना यो वा त्यो बहानामा रोकिनु हुन्न,' मन्त्री रेग्मीले भनिन्, 'यो सात महिनामा हामीले रोकिएर बसेका परियोजनाहरू अध्ययन गरेर पास गरेका छौं ।'"
19,एमाले अध्यक्ष ओलीको निष्कर्ष : हारको प्रमुख कारण अन्तर्घात,news,"काठमाडौँ — नेकपा एमाले अध्यक्ष केपी शर्मा ओलीले स्थानीय तह चुनावमा पराजयको प्रमुख कारण अन्तर्घात भएको बताएका छन् । एमाले संसदीय दलको बैठकमा बुधबार सम्बोधन गर्दै अध्यक्ष ओलीले यस पटकको चुनावमा अन्य दलमा नभई एमालेभित्र अन्तर्घात भएको बताएका छन् । 'कांग्रेस, मा‌‌ओवादी र माधवकुमार नेपालको पार्टीमा होइन यसपटक एमालेमा अन्तर्घात भयो । कहाँबाट सिके यस्तो यस विषयमा बृहत्‌रुपमा समीक्षा गरिनुपर्छ,' अध्यक्ष ओलीलाई उद्धृत गर्दै सांसद नवीना लामाले भनिन्, 'चार-चार वटा महानगरपालिकामा हामीले उपमेयरमा जित्यौं तर मेयर जित्न सकेनौं । यो अन्तर्घातको कारणले हो ।'"
20,यस्ता छन् मन्त्रिपरिषद् बैठकका निर्णयहरू,news,काठमाडौँ — सरकारले २५ वटा अत्यावश्यक सेवामा हड्ताल निषेध गरेको छ । मन्त्रिपरिषद्‌को मंगलबार बसेको बैठकले अत्यावश्यक सेवामा हड्ताल गर्न नपाइने सूचना राजपत्रमा प्रकाशन गर्ने निर्णय गरेको हो । मन्त्रिपरिषद्को निर्णय सार्वजनिक गर्दै सूचना तथा सञ्चार प्रविधिमन्त्री ज्ञानेन्द्रबहादुर कार्कीले सरकारले २५ वटा अत्यावश्यक सेवामा हड्ताल गर्न निषेध गर्ने निर्णय गरेको जानकारी दिए ।
21,इन्धनमा मूल्यवृद्धिविरुद्ध राष्ट्रिय सभामा सार्वजनिक महत्त्वको प्रस्ताव दर्ता,news,काठमाडौँ — राष्ट्रिय सभामा प्रमुख प्रतिपक्षी दलका सांसदहरूले जरूरी सार्वजनिक महत्त्वको प्रस्ताव दर्ता गराएका छन् । उनीहरूले इन्धनको मूल्यवृद्धिमाथि छलफलको माग गरेका छन् । राष्ट्रिय सभाका सचिव राजेन्द्र फुयाललाई बुझाएपछि प्रस्ताव दर्ता भएको हो । राष्ट्रिय सभामा एमालेका प्रमुख सचेतक देवेन्द्र दाहाल प्रस्तावक छन् ।
22,निकुञ्जको मध्यवर्ती क्षेत्रमा कानुनविपरीत खानी,news,"काठमाडौँ — शिवपुरी–नागार्जुन राष्ट्रिय निकुञ्जले मध्यवर्ती क्षेत्रमा कानुनविपरीत वर्षौंदेखि सार्वजनिक जग्गा मिचेर सञ्चालन भइरहेका रोडाढुंगा र चुनढुंगा खानीबारे अनुसन्धान अघि बढाएको छ । निकुञ्जअन्तर्गत मध्यवर्ती क्षेत्रमा पर्ने धादिङ, धुनिबेंसी नगरपालिका–१ छत्रेदेउराली (साबिक छत्रेदेउराली गाविस–६) मा सार्वजनिक जग्गा मिचेर जयसिद्धि गणेश रोडाढुंगा उद्योग, नवदुर्गा चुनढुंगा इन्डस्ट्रिज र देउराली उर्वरा कृषि चुनढुंगा तथा शक्तिग्रिट उद्योग प्रालिले अवैध रूपमा खानी सञ्चालन गरिरहेका छन्  ।"
23,एमाले संसदीय दलको बैठक बस्दै,news,काठमाडौँ — नेकपा एमाले संसदीय दलको बैठक बस्ने भएको छ । बुधबार अपराह्न ३ बजेका लागि नयाँ बानेश्वरस्थित संसद्‍ भवनमा बैठक तय गरिएको हो । उक्त बैठकमा सरकारले मंगलबार सार्वजनिक गरेको नीति तथा कार्यक्रमबारे छलफल गरिने बताइएको छ । साथै बुधबार जारी बजेट अधिवेशनबारे छलफल हुने बताइएको छ ।
24,रवीन्द्र मिश्रले दिए विवेकशील साझाको अध्यक्षबाट राजीनामा,news,काठमाडौँ — रवीन्द्र मिश्रले विवेकशील साझा पार्टीको अध्यक्षबाट राजीनामा दिएका छन् । स्थानीय तहको निर्वाचन २०७९ मा पार्टीले अपेक्षित परिणाम हासिल नगरेपछि मिश्रले राजीनामा दिएका हुन् । निर्वाचनमा प्राप्त परिणामको जिम्मेवारी लिँदै बुधबारबाटै लागू हुने गरी आफूले राजीनामा दिएको मिश्रले विज्ञप्तिमार्फत जानकारी दिएका छन् ।
25,जनक शिक्षाको बहाना- चुनाव र रुस-युक्रेन युद्धले पाठ्यपुस्तक छाप्न सकिएन,news,काठमाडौँ — विद्यार्थीका लागि पाठ्यपुस्तक छाप्ने जिम्मेवारी पाएकाे सरकारी निकाय जनक शिक्षा सामग्री केन्द्रका अधिकारीले स्थानीय तह निर्वाचन र रुस-युक्रेन युद्धका कारण काम गर्न नसकिएको बहाना बनाएका छन् । प्रतिनिधिसभाकाे शिक्षा तथा स्वास्थ्य समितिकाे बैठकमा जनक शिक्षा सामग्री केन्द्रका प्रबन्ध निर्देशक अनिलकुमार झाले उक्त बहाना राखेका हुन् । 
26,जित-हारलाई मतगणना सकिएसँगै सकिदिऔँ : वालेन्द्र साह,news,काठमाडौँ — काठमाडौं महानगरपालिकाको मेयरका स्वतन्त्र उम्मेदवार वालेन्द्र साह(बालेन)ले घोषणापत्रमा भएका कुरा लागू गर्न सके मात्र विजय उत्सव मनाइने बताएका छन् । काठमाडौंको मेयरमा जित सुनिश्चित भएसँगै बालेनले जित र हारको कुरा मतगणना सकिएसँगै छाड्नुपर्ने बताएका छन् । 
27,"वन, वातावरण र विपद् व्यवस्थापनमा पुरानै कार्यक्रम",news,"काठमाडौँ — सरकारले मंगलबार सार्वजनिक गरेको आर्थिक वर्ष २०७९/८० को नीति तथा कार्यक्रमअन्तर्गत वन, वातावरण, जलवायु परिवर्तन, विपद् व्यवस्थापन र चुरेलगायतमा सबै पुराना कार्यक्रम दोहोरिएका छन् । बर्सेनि नियमित रूपमा वन तथा वातावरण मन्त्रालयले सञ्चालन गर्दै आएका कार्यक्रमलाई नै सरकारले नीति तथा कार्यक्रममा उल्लेख गरेको छ । वन विनाशलाई सन् २०३० सम्म शून्यमा झार्ने ग्लास्गो घोषणा कार्यान्वयन गर्ने र सन् २०४५ सम्म कार्बन उत्सर्जन शून्यमा पुर्‍याउने लक्ष्य पनि पुरानै हो । सरकारले खनिज इन्धनलाई स्वच्छ र नवीकरणीय ऊर्जाबाट प्रतिस्थापन गर्दै लैजाने नीति लिएको छ । जलवायु परिवर्तन र वातावरणीय संरक्षणसम्बन्धी विषयमा एकीकृत रूपमा कार्यान्वयन गर्न सक्षम निकायको व्यवस्था गर्ने उल्लेख छ । संघ, प्रदेश र स्थानीय तहमा जलवायु परिवर्तन व्यवस्थापनका लागि दोस्रो राष्ट्रिय निर्धारित योगदान र राष्ट्रिय अनुकूलन योजना कार्यान्वयनको संस्थागत प्रबन्ध गरिने सरकारले जनाएको छ ।"
28,"गणित, विज्ञान, अंग्रेजीमा शिक्षकको अभाव हटाइने",news,"काठमाडौँ — सरकारले सामुदायिक विद्यालयको शिक्षक दरबन्दी पुनरावलोकन गर्ने भएको छ । राष्ट्रपति विद्यादेवी भण्डारीले मंगलबार संसद्मा आव २०७९/८० को नीति तथा कार्यक्रम प्रस्तुत गर्दै विद्यार्थी अनुपातका आधारमा शिक्षक दरबन्दी पुनरावलोकन गरिने बताइन् । विज्ञान, गणित, अंग्रेजी र प्राविधिक धारका शिक्षकको अभाव नहुने गरी शिक्षक दरबन्दी पुनरावलोकन गरिने नीति तथा कार्यक्रममा उल्लेख छ । सामुदायिक विद्यालयमा ५३ हजार शिक्षक दरबन्दी अभाव रहेको तथ्यांक छ । शिक्षा मन्त्रालयले गरेको अध्ययनमा सबैभन्दा बढी यिनै विषयका शिक्षक अपुग छन् । कक्षा ११ र १२ मा स्थायी शिक्षक दरबन्दी शून्य छ । दरबन्दी अभाव टार्न करार, राहत कोटामा शिक्षक नियुक्ति हुने गरेको छ । देशभरका सामुदायिक विद्यालयमा १ लाख ७ हजार ८ सय ६० स्थायी शिक्षक दरबन्दी छ ।"
29,"नीति तथा कार्यक्रम : विज्ञान नीति एकातिर, नीति तथा कार्यक्रम अर्कोतिर",news,"काठमाडौँ — नेपाल सरकारको वैज्ञानिक अनुसन्धान प्रविधिको आविष्कार,उन्नयन र विकास एवं बौद्धिक प्रतिभाहरुको संरक्षण गर्ने, वैज्ञानिक अनुसन्धानको समूचित उपयोग गरी मुलुकको आर्थिक रुपान्तरण गर्न, संघीयताअनुरुप वैज्ञानिक अनुसन्धानमूलक निकायहरुको सवलीकरण र प्रादेशिक सन्तुलन हुने गरी प्रविधि विकास, वैज्ञानिक अनुसन्धानबाट विकास गरिएका नविनतम् र अत्याधुनिक प्रविधिकिो उपयोग गरी दिगो विकासका लक्ष्य हासिल गर्न र प्राथमिकताको क्षेत्रहरुमा ज्ञानमा आधारित उद्यमशिलताको विकास गर्न र परिणाममुखी बनाउन भन्दै राष्ट्रिय विज्ञान तथा प्रविधि नीति, २०७६ ल्यायो । "
