,Title,Label,News
10,ललितपुरमा पेस्तोलसहित दुई पक्राउ,national,"काठमाडौँ — ललितपुर महानगरपालिका–८ बालकुमारीबाट पेस्तोलसहित दुई जनालाई प्रहरीले पक्राउ गरेको छ । पक्राउ पर्नेहरुमा सर्लाही लालबन्दी नगरपालिका १५ का २० वर्षीय सुरेन्द्र थिङ र ३९ वर्षीय वीरबहादुर बम्जन छन् । प्रहरी परिसर ललितपुरले उनीहरुको साथबाट ‘मेड इनयूएसए’ लेखिएको अटोमेटिक पेस्तोल १ थान, म्याग्जिङ २ थान र गोली ४ राउन्ड बरामद गरेको एसपी शिद्धिविक्रम शाहले बताए ।"
11,फुटपाथमा हिँड्नै मुस्किल,national,"काठमाडौँ — मध्याह्नको समयमा कुपन्डोलदेखि पुल्चोकतिर जाने खोलापट्टिको सडकखण्डमा हिँड्दै थिइन्, ईश्वरी श्रेष्ठ । श्रेष्ठ दैनिक यही बाटोको प्रयोग गर्छिन् । पुल्चोकमा पसल भएकाले दैनिक घर र पसलको दूरी पैदलयात्राबाटै तय गर्ने गरेको उनले बताइन् । फुटपाथमा रोपिएका रूखका हाँगाहरू नकाटिँदा फुटपाथमा हिँड्नै मुस्किल भएको उनको गुनासो छ । ‘फुटपाथमा फिँजिएका रूखका हाँगाले हिँड्नै मुस्किल छ,’ उनले भने, ‘रूखसँगै फुटपाथमा जोडिएका ढल पनि नछोपिँदा डर मर्नु छ ।’ समूहमा हिँडेका बुटवाले त झन् बाटै नछोड्ने हुँदा फुटपाथमा हिँड्नै मुस्किल भएको उनको भनाइ छ ।"
12,कार्यान्वयन गर्न थालिएको राजनीतिक प्रणाली अर्धसंघीयताः नेपाल,national,धनगढी — एमाले वरिष्ठ नेता एवं पूर्व प्रधानमन्त्री माधवकुमार नेपालले हाल कार्यान्वयन गर्न थालिएको राजनीतिक प्रणाली अर्धसंघीयता भएको बताएका छन् । 
13,२३ लाख बैंकिङ ठगी गर्ने पक्राउ,national,काठमाडौँ — प्रहरीले बैंकिङ कसुर मुद्दामा फरार काठमाडौं तारकेश्वर नगरपालिका–९ का प्रमोदकुमार खड्कालाई पक्राउ गरी कारागार चलान गरेको छ । खडकाविरुद्ध परेको मुद्दामा तत्कालीन उच्च अदालत पाटनले उनलाई एक महिना कैद र २३ लाख रुपैयाँ जरिवानाको फैसला गरेको थियो । त्यतिबेलादेखि उनी फरार थिए । 
14,अजित मिजार मृत्यु प्रकरण छानबिन गर्न माग,national,"काठमाडौं — मृत अवस्थामा भेटिएका काभ्रेका अजित मिजारको हत्या भएको भन्दै छानबिन समिति बनाउन अधिकारकर्मीहरुले माग गरेका छन् । घटनाको विषयमा सत्यतथ्य पत्ता लगाउन सरकारले पहल नगरेको भन्दै उनीहरुले आन्दोलन गर्ने चेतावनी दिए । दलित गैर सरकारी संस्था महासंघ, दलित नागरिक समाज, दलित अनलाइन डटकमले गरेको संयुक्त कार्यक्रममा उनीहरुले घटनालाई राजनीतिक चश्माले हेर्न नहुने बताए ।"
15,"मनाङमा सर्वसम्मत देउवा प्यानल, अल्पसंख्यक पाइएन",national,लमजुङ — नेपाली कांग्रेसको महाधिवेशन प्रतिनिधिमा मनाङबाट १२ जना नै देउवा पक्षका चुनिएका छन् । कांग्रेस स्रोतका अनुसार बीचमा रहेका २ जनालाई पनि देउवापक्षमा ल्याइएको छ । 
16,सिकार खेल्दा एकको मृत्यु,national,दाङ — दाङमा आफ्नै साथीको गोली लागेर एक सिकारीको मृत्यु भएको छ । लमही नगरपालिका वडा नं. ९ रिहारका ४२ वर्षीय गोविन्द चौधरीको आफ्नै साथीहरुको गोली प्रहारबाट मृत्यु भएको प्रहरीले जनाएको छ । बैशाख ८ गते जंगलमा सँगै सिकार खेल्न गएका रिहारका दीपक नेपाली र सुरज नेपालीको गोली प्रहारबाट चौधरीको मृत्यु भएको प्रहरीको अनुमान छ ।
17,"अपहरीत किशोर सकुशल मुक्त, अपहरणमा आयोग्य लडाकु पनि",national,काभ्रे — प्रहरीले शनिवार बिहान देखि अपहरण भई बेपत्ता भएका बनेपा ५ नयाँबस्तीका १४ वर्षे किशोर सुदीप हुँमागाई अपहरणकारीको पंजाबाट सकुशल मुक्त गराएका छन् भने अपहरणमा संलग्न चार जनालाई पक्राउ गरिएको छ । काठमाडौ — लागु औषध र हातहतियार तथा खरखजाना अभियोगमा जेलमा रहेका चक्रे मिलन गुरुङ्ले गरेको अपराध सम्बन्ध छानविनका लागि गृह मन्त्रालयले बिहीबार छानविन सिमित गठन गरेको छ ।
18,सुनखानीको पहाड खसेपछि आतङ्क,national,दोलखा — २०७२ साल बैशाख २९ गते गएको भूकम्पको इपीसेन्टर परेको सुनखानी गाविसको सुरुङ्गेभीर खसेपछि त्यहाँका वासिन्दाहरु आतङ्कित भएका छन् । वडा नं. ६ स्थित कालिपोखरी गाउँमाथिको भीर मंगलबार राती खस्दा ठूलो विष्फोटको आवाज आएको थियो । पटकपटक वस्ती नै हल्लाउने गरी आवाज आएर पहिरो खस्न थालेपछि मानिसहरुको भागदौड भएको थियो । गाविस सचिव भरत पौड्यालका अनुसार डरले कालिपोखरी र भट्ेलीका करिब सय परिवारले राती नै गाउँ छाडेका थिए । बालबालिका र बृद्धबृद्धालाई युवाले पटकपटक गरेर अर्को गाउँमा पुर्‍याएको र रातभर मन्दिर परिसर र चौरमा रात कटाएको स्थानीय सुवास शिवाकोटीले बताए ।गाउँबाट करिब ६ सय मिटरमाथिसम्म पहाडबाट खसेको ढुङ्गा र माटाका थुप्राहरु छन् । पहाड करिब २ सय मिटर चौडा र तीनसय मिटर लम्बाई परेर तल झरेको छ । पहाड खस्दा गाउँलाई खतरा नदेखेपछि गाउँबाट भाग्नेहरु पुनः आ-आफ्नै घर फर्किसकेको स्थानीय घरश्याम सेढाइले बताए ।
19,नाका खुले पनि ब्यापार घाटा पुर्ति हुन सकेन,national,महोत्तरी — अघोषित नाकावन्दि अन्त्यपछि नेपाल भारत ब्यापार सुचारु भएको २ महिना पुग्न लाग्यो । तर यहाँका सीमा ब्यापारीलाई लामो नाकावन्दिले पुर्‍याएको घाटा पुर्ति गर्न नै हम्मे परेको छ । मुनाफा त टाढाको कुरो । कमाईजति साहूको ऋण तिर्दै र महाजनलाई बुझाउदै ठीक्क छ । बेलाबेला चल्ने पुन. बन्दको हल्लाले पनि उनीहरुको अन्योलतालाई कम हुन दिएकेा छैन ।
20,जमिनमुनि गाडेको मदिरा बरामद,national,काठमाडौं — ड्रममा हाली जमिनुमनि गाडेर राखेको अवस्थमा ४ हजार लिटर घरेलु मदिरा बरामद गरेको छ । नुवाकोट घर बताउने शेषमान घलेले धुलिखेल ५ सुवालगाउँमा भाडामा लिएको जग्गामा कच्चा पदार्थ र मदिरा गाडेको अवस्थामा भेटिएको हो । बरामद मदिरा स्थानीयको रहोवरमा नष्ट गरिएको प्रहरी चौकी पनौतीका इञ्चार्ज सई सन्तोष कार्कीले जानकारी दिए । ८ नं वडामा घरेलु मदिरा बनाउन ठिक्क पारिएको २० हजार लिटर कच्चा पदार्थ पनि बरामद गरिएको उनले जानकारी दिए ।
21,रुवाण्डा बस्ने नेपालीहरुको सहयोगमा विद्यालय भवन निर्माण,national,काठमाडौं — रुवान्डामा बस्ने नेपालीहरुले भूकम्पले भत्किएको नुवाकोटको तारुकास्थित दुई विद्यालय र एउटा क्याम्पस भवन निर्माण गरिदिएका छन् । ग्रामीण विकास प्रतिष्ठानको पहलमा रुवाण्डाका विभिन्न निकायमा कार्यरत नेपालीहरुले निजी रुपमा संकलित आर्थिक सहयोगबाट तारुका श्रीकृष्ण उच्चमाविको लागि दुईवटा भवन र तारुका श्रीकृष्ण कलेजको लागि एक भवन गरी जम्मा ती वटा भवन निर्माण गरेको छ ।
22,शिक्षक बेपत्ता,national,काठमाडौँ — टोखा नगरपालिका १ मा रहेको बौडेश्वर उच्च माध्यमिक विद्यालयका शिक्षक लक्ष्मण फुयाल तीन दिनदेखि बेपत्ता भएका छन् । 
23,जोगवनीबाट आज पेट्रोल आएन,national,विराटनगर — जोगवनी नाकावाट बिहीबार साँझसम्म एक ट्यांकरपनि पेट्रोलियम पदार्थ भित्रिएको छैन । बुधवार यहाँवाट ५३ ट्यांकर पेट्रोलियम पदार्थ र १३ बुलेट खाना पकाउने ग्यास भित्रिएको थियो । 3 वटा डिवजेल २ पेरोल
24,क्षेत्रीय स्वास्थ्य निर्देशनालयमा तालाबन्दी,national,धनकुटा — माग सुनुवाई नभएको भन्दै स्वास्थ्यकर्मीहरुले पूर्वाञ्चल क्षेत्रीय स्वास्थ्य निर्देशनालय धनकुटामा मंगलबार अपरान्ह तालाबन्दी गरेका छन् । स्वास्थ्यकर्मीको पूर्वाञ्चल क्षेत्रीय ट्रेड युनियन संघर्ष समितिमा आबद्ध कर्मचारीले निर्देशनालयमा तालाबन्दी गरेको हो । माग सुनुवाई नभएको भन्दै स्वास्थ्यकर्मीहरुले पूर्वाञ्चल क्षेत्रीय स्वास्थ्य निर्देशनालय धनकुटामा मंगलबार अपरान्ह तालाबन्दी गरेका छन् ।
25,प्रहरीमाथि हातपात गर्ने दुई पक्राउ,national,कास्की — प्रहरीमाथि हातपात गरेको अभियोगमा दुई जना पक्राउ परेका छन् ।पक्राउ पर्नेमा नागढुङ्गा पोखराका ३५ वर्षीय पदमबहादुर परियार र धिताल घर भएका बसचालक नेत्रप्रसाद अधिकारी छन् । काठमाडौं — सरकारले भूकम्प र सुनामीले भएको भौतिक र मानवीय क्षतिप्रति सहानुभूति प्रकट गर्दै जापानमा एक उद्दार टोली पठाउने भएको छ ।
26,महन्थ ठाकुरलाई सघाउन कांग्रेसको उम्मेदवारी फिर्ता,national,महोत्तरी — नेपाली कांग्रेसबाट महोत्तरी ३ का उम्मेदवार बजरंग नेपालीले पार्टी सभापति शेरबहादुर देउवाको अनुरोधमा राष्ट्रिय जनता पार्टी (राजपा) का अध्यक्षमण्डलका संयोजक महन्थ ठाकुरलाई सघाउने गरी मनोनयन फिर्ता लिएका छन् । '
27,पोखरीमा बन्दै थियो विद्यालय,national,"काठमाडौँ — टेकुको प्रसिद्ध पचली भैरवको पोखरीमा विद्यालयले भवन बनाउन सुरु गरेपछि गुठियार, स्थानीयवासी, सम्पदा संरक्षण अभियन्तालगायतले भवनको जगै भत्काइदिए । पचली भैरव छेउकै महेन्द्र सरस्वती आधारभूत विद्यालयको जगमाथि पिल्लर राख्न उठाइएको फलामको रड काटिदिए । "
28,घुस लिँदालिँदै नासु पक्राउ,national,भक्तपुर — अख्तियार दुरुपयोग अनुसन्धान आयोगले भक्तपुर मालपोतका एकजना नायव सुब्बालाई घुस लिँदालिँदै रंगेहात पक्राउ गरेको छ । मालपोतको रजिष्ट्रेसन फाँटका देवराज काफ्लेलाई १ लाख रुपैयाँ घुस सहित बिहीबार दिउँसो पक्राउ गरिएको हो । 
29,विप्लव माओवादीद्वारा उम्मेदवारलाई राजीनामा दिन दबाब,national,लमजुङ — स्थानीय तह चुनावमा उम्मेदवारी दिएका सवै उम्मेदवारलाई राजीनामा दिन नेत्रविक्रम चन्द नेतृत्वको नेपाल कम्युनिष्ट पार्टीले दवाव दिएको छ । राजीनामा नदिए ‘भोलिको परिस्थितिमा आइपर्ने सवै प्रकारको परिणाम र प्रतिफलको भागिदारी स्वयं तपाइँ आफैं हुनुपर्नेछ’ भनी चेतावनी दिइएको छ । 
30,नगरपालिका कायम माग गर्दै राजमार्ग अवरोध,national,सिरहा — सुखीपुर नगरपालिकालाई गाउँपालिकामा परिणत गरेको विरोधमा सुखीपुरवासीले बुधबार सिरहाको धनगढीमाई खण्डमा राजमार्ग अवरोध गरेका छन् । सुखीपुर नगरपालिका बचाउ संघर्ष समितिको नेतृत्वमा मध्यान्ह १२ बजेदेखि २ घण्टा राजमार्ग अवरुद्ध गरेको हो । अवरोधका कारण लामो र छोटो दूरीका सवारी साधन धनगढीमाई क्षेत्रमा रोकिएको थियो । उनीहरुले सुखीपुरलाई नगरपालिका कायम गराउन माग गर्दै आएका छन् । नगरपालिका कायम गर्न माग गर्दै सुखीपुरवासीले आइतबारदेखि नै सुखीपुर गाउँपालिका कार्यालयमा तालाबन्दी गरेका छन् । तालाबन्दीका कारण गाउँपालिकाको काम प्रभावित भएको छ । उनीहरुले मंगलबार सिरहा सदरमुकामस्थित जिल्ला समन्वय समितिको कार्यालयमा तालाबन्दी गरेका थिए । मंगलबार साँझ नगरपालिका कायम गराउन पहल गरिने सहमति भएपछि ताला खोलिएको थियो ।
31,विद्यालय भौतिक सुविधा विस्तारमा राजनीतिक भागबन्डा,national,"जाजरकोट — जिल्ला शिक्षा कार्यालय जाजरकोटद्वारा वितरण भएको भौतिक सुविधा विस्तार कार्यक्रममा राजनीतिक भागबन्डा गरिएको छ । विद्यालयको आवश्यकता भन्दा पनि राजनीतिक दवावमा कार्यक्रम वितरण भएको छ । चालु आर्थिक बर्षमा १३ करोडका  २ सय ६२ संरचना मन्त्रीदेखि राजनिति कार्यकर्ताको दवावमा वितरण भएको शिक्षक संघका अध्यक्ष जनकबहादुर सिंहले बताए । आवश्यकता नै नभएको विद्यालयमा पनि ती संरचना वितरण भएका छन् ।तर लामो समय देखि भवन अभावमा पठनपाठनको समस्या भएका विद्यालयले पाउन सकेका छैनन्, सिंहले भने । एमाओवादी, काँग्रेस, एमाले, अन्य माओबादी लगाएत दलको दवावमा उक्त संरचना कार्यालयलाई वितरण गर्न लगाईएको सिंहले बताए । गाउँ स्तरका कार्यकर्ताको मागलाई सम्बोधन गर्न यस्तो भएको पाइयो, सिंहले भने । छात्रा शौचालय कार्यक्रम पाउन पनि पार्टीकै सिफारिस चाहिने रहेछ । कार्यालयले आवश्यकताको पहिचान गरेका विद्यालयमा समेत कुनै पनि कार्यक्रम पर्न सकेन, सिंहले भने । कार्यालयका अधिकारीहरुले चाहेको विद्यालयले कार्यक्रम नै पाउन सकेनन् ।यसरी राजनितिक भागबण्डामा वितरण भएका संरचनाबाट विद्यालयलाई लाभ नहुने गरेको छ । विगतमा राजनीति दवावमा पारिएका दर्जन संरचना अलपत्र परेका छन् । तर विनियोजित बजेट भने खर्च भैसकेको छ । विद्यालय संरचना निर्माण नगरेरै बजेट खर्च गर्ने प्रचलन बढेको सिंहले बताए । विद्यालय भवन, मर्मत, वाह्य वातावरण, छात्रा शौचालय लगाएत संरचना निर्माणको लागि बर्षेनी करोडौ रकम वितरण हुदै आएको छ । जुन वालुवानमा पानी खन्याए जस्तै भएको छ ।"
32,तेह्रथुममा आगलागी / ठूलो दुर्घटना टर्‍यो,national,तेह्रथुम- — तेह्रथुम सदरमुकाम म्याङलुङ- १ का महानन्द लिम्बूको घरमा लागेको आगलागीमा पाँच लाख बराबरको क्षति भएको छ । राजविराज — राजविराजको बीच बजारबाटै अपहरित पाँच वर्षीय बालक एक महिनापछि सोमबार मुक्त भएका छन् ।मोरङको सीमावर्ती भारतीय गाउँमा लुकाई राखेका बालक आयुष साहलाई सप्तरीको प्रहरी टोलीले भारतीय प्रहरीको सहयोगमा मुक्त गराएका हुन् ।
33,मोटरसाइकलको ठक्करवाट वृद्धको मृत्यु,national,हेटौडा — मोटरसाइकलकेा ठक्करवाट वुधवार पैदलयात्रु वृद्धको मृत्यु भएको छ । हेटौडा उपमहानगरपालिका-४ स्थित हुप्राको चौरमा ना १८ प ६४७७ नम्वरको मोटरसाइकलको ठक्करवाट हेटौडा उपमहानगरपालिका ५ का ७५ वर्षीय प्रेमलाल मानन्धरको मृत्यु भएको हो । 
34,पाँच लाखसहित जुवा खेलिरहेका १५ पक्राउ,national,काठमाडाैं — महाराजगञ्जस्थित महानगरीय प्रहरी वृत्तले पाँच लाख ३५ हजार ८४०सहित १५ जुवाडेलाई पक्राउ गरेको छ । 
35,हतियार देखाएर यौन दुर्व्यहार गरेको भन्दै प्रहरी हवल्दार बिरुद्ध उजुरी,national,भैरहवा — हतियार देखाएर आफुलाई यौन दुर्व्यवहार गरेको दावी गर्दै सिद्धार्थनगर नगरपालिका–१ बेलहिया निवासी युवतीले एकजना प्रहरीमाथि कारवाहीको माग गरेकी छन् । काठमाडौ — मन्त्रिपरिषद्को पुनर्गठनको बिषयमा छलफल गर्न प्रधानमन्त्री कार्यालय सिंहदरवारमा बसेको माओवादी र एमाले शीर्ष नेताबीचको बैठक बिना निष्कर्ष टुङ्गिएको छ ।
36,तुम्लिङटारमा उडान अवरुद्ध,national,खाँदबारी — एयरपोट वरीपरी बाक्लो तुवालो लागेपछि संखुवासभाको एकमात्र तुम्लिङटार विमानस्थलमा हवाई उडान अवरुद्ध भएको छ । काठमाडौ — नेपाल प्रहरी र सशस्त्र प्रहरी बलका बरिष्ठलाई छाडेर कनिष्ठ अधिकारीहरुलाई हालै सरकारले एआइजीमा बढुवा गरेको गुनासो आएपछि संसदको राज्य व्यवस्था समितिले छानविन थाल्ने भएको छ ।
37,एक घर जलेर ध्वस्त,national,"भोजपुर — पश्चिमी टेम्केमैयुङ गाउँपालिका–७, कोटस्थित एक घरमा आगलागी हुँदा पाँच लाख बराबरको धनमाल जलेर नष्ट भएको छ । "
38,"हिउँले विकास निर्माण ठप्प, सरकारी कार्यालय सुनसान",national,"मुस्ताङ — जोमसोम बजारको बीचबाट कालीगण्डकी नदी बग्छ । दुवैतर्फको बजारलाई जोड्ने एउटा पक्की पुल छैन । मोटर गुड्ने पुल बनाउन लागेकै पाँच वर्ष भयो । अख्तियार दुरुपयोग अनुसन्धान आयोगदेखि भौतिक योजना मन्त्रालयले निकै ताकेता गरेपछि यही चैतमा पुलको काम सम्पन्न हुनेवाला थियो । तर, चिसोले सिमेन्टको काम नहुने भएपछि पुल सम्पन्नको काम थप ३ महिना पर धकेलिएको छ । जिविस स्रोत भन्छ, ‘अब ठेकेदारले लापरबाही गर्न पाउँदैन । अन्तिम चेतावनी दिइएकोले चैतमा पुलको काम सक्ने भनिएको हो, चिसोले थप ३ महिना बढी लाग्ने भयो ।’ भारतीय राजदूतावासको सहयोगमा निर्माण गर्न लागिएको यो पुलको ७० प्रतिशत काम सकिएको छ । यस वर्ष पुसको दोस्रो सातादेखि नै मुस्ताङमा हिउँ परेपछि विकासका सबै कामहरु ठप्प भए । चिसोकै कारण मंसिरदेखि नै सिमेन्टजन्य काम गर्न मिल्दैन । कागवेनीबाट मुक्तिनाथ पुग्ने सडक कालोपत्रे बनाउने काम रोकिएको छ । १२ किमी लामो यो खण्डमा कूल २१ करोडको लागतमा निर्माण हुन लागेको हो । दुई खण्डमा विभाजित गरेर काम गरिएकोमा अहिले चिसोले काम ठप्प छ । ०७२ असार २७ देखि काम सुरु भएको सडक निर्माण सम्पन्न गर्न ०७४ सालको असार २६ गतेसम्म म्याद दिइएको छ ।"
